pageurl,score,support,against,replyno,year,month,day,hour,minute,second
http://movie.douban.com/review/7455940/,10,3125,423,387,2015,4,27,11,9,6
http://movie.douban.com/review/7455685/,10,2212,219,378,2015,4,27,0,6,44
http://movie.douban.com/review/7450475/,20,1346,234,230,2015,4,21,19,8,27
http://movie.douban.com/review/7452833/,10,608,100,118,2015,4,24,11,50,15
http://movie.douban.com/review/7458751/,30,395,23,39,2015,4,29,21,37,11
http://movie.douban.com/review/7453479/,30,382,33,47,2015,4,25,0,0,0
http://movie.douban.com/review/7464521/,20,156,5,45,2015,5,5,17,37,13
http://movie.douban.com/review/7452867/,0,346,23,26,2015,4,24,13,4,7
http://movie.douban.com/review/7470057/,20,73,13,17,2015,5,11,19,38,11
http://movie.douban.com/review/7458111/,30,76,3,21,2015,4,29,2,15,10
http://movie.douban.com/review/7453315/,40,139,23,16,2015,4,24,21,34,20
http://movie.douban.com/review/7452256/,40,224,61,23,2015,4,23,15,57,7
http://movie.douban.com/review/7692136/,30,28,0,0,2015,12,15,18,46,57
http://movie.douban.com/review/7690064/,40,18,0,1,2015,12,13,23,13,52
http://movie.douban.com/review/7589381/,30,17,0,0,2015,9,2,17,45,15
http://movie.douban.com/review/7454382/,10,87,39,16,2015,4,25,23,4,34
http://movie.douban.com/review/7453113/,10,102,24,17,2015,4,24,17,22,45
http://movie.douban.com/review/7453162/,50,75,13,20,2015,4,24,18,19,6
http://movie.douban.com/review/7451786/,50,136,36,26,2015,4,22,23,53,44
http://movie.douban.com/review/7453402/,30,34,2,4,2015,4,24,22,52,42
http://movie.douban.com/review/7626807/,30,15,0,0,2015,10,15,8,44,41
http://movie.douban.com/review/7453546/,20,49,9,10,2015,4,25,0,58,13
http://movie.douban.com/review/7459632/,40,33,2,8,2015,4,30,22,6,18
http://movie.douban.com/review/7680845/,20,8,0,0,2015,12,4,17,50,14
http://movie.douban.com/review/7598996/,40,9,0,0,2015,9,14,17,17,30
http://movie.douban.com/review/7454434/,20,14,1,0,2015,4,25,23,36,18
http://movie.douban.com/review/7453451/,10,42,4,2,2015,4,24,23,40,37
http://movie.douban.com/review/7445299/,40,75,7,6,2015,4,16,11,1,31
http://movie.douban.com/review/7637015/,20,5,0,0,2015,10,24,15,20,39
http://movie.douban.com/review/7458135/,30,12,3,0,2015,4,29,5,29,47
http://movie.douban.com/review/7445634/,40,63,6,15,2015,4,16,17,9,30
http://movie.douban.com/review/7463817/,40,14,1,3,2015,5,5,1,59,18
http://movie.douban.com/review/7460585/,40,21,1,6,2015,5,1,22,20,27
http://movie.douban.com/review/7457391/,30,9,0,6,2015,4,28,12,34,14
http://movie.douban.com/review/7457988/,30,3,0,7,2015,4,28,23,39,29
http://movie.douban.com/review/7453046/,20,19,3,0,2015,4,24,16,6,34
http://movie.douban.com/review/7462915/,40,3,0,1,2015,5,4,11,34,16
http://movie.douban.com/review/7456008/,40,17,0,3,2015,4,27,12,14,35
http://movie.douban.com/review/7458845/,30,5,1,4,2015,4,29,23,25,57
http://movie.douban.com/review/7453611/,30,22,0,2,2015,4,25,5,4,32
http://movie.douban.com/review/7454218/,50,21,2,3,2015,4,25,20,23,44
http://movie.douban.com/review/7458995/,30,4,0,1,2015,4,30,9,19,22
http://movie.douban.com/review/7460657/,30,4,1,0,2015,5,1,23,8,14
http://movie.douban.com/review/7456419/,40,11,1,4,2015,4,27,16,30,11
http://movie.douban.com/review/7453089/,20,81,37,30,2015,4,24,17,14,54
http://movie.douban.com/review/7492913/,50,5,0,1,2015,6,7,17,15,4
http://movie.douban.com/review/7461137/,50,10,1,1,2015,5,2,14,54,0
http://movie.douban.com/review/7457617/,30,2,0,1,2015,4,28,15,55,42
http://movie.douban.com/review/7466120/,40,4,1,0,2015,5,7,15,0,14
http://movie.douban.com/review/7456861/,30,3,0,3,2015,4,27,22,12,57
http://movie.douban.com/review/7458625/,40,6,1,1,2015,4,29,18,56,42
http://movie.douban.com/review/7455478/,50,15,0,3,2015,4,26,21,57,47
http://movie.douban.com/review/7451279/,40,17,0,2,2015,4,22,15,6,40
http://movie.douban.com/review/7453562/,50,7,0,0,2015,4,25,1,6,0
http://movie.douban.com/review/7463628/,30,3,0,2,2015,5,4,21,56,52
http://movie.douban.com/review/7454961/,20,7,1,0,2015,4,26,12,38,27
http://movie.douban.com/review/7455231/,30,2,0,0,2015,4,26,17,20,8
http://movie.douban.com/review/7458167/,30,3,0,0,2015,4,29,9,11,29
http://movie.douban.com/review/7457243/,30,1,0,0,2015,4,28,6,52,24
http://movie.douban.com/review/7466058/,40,3,0,0,2015,5,7,13,57,48
http://movie.douban.com/review/7453285/,20,5,0,3,2015,4,24,21,2,49
http://movie.douban.com/review/7463665/,50,2,0,2,2015,5,4,22,33,46
http://movie.douban.com/review/7454209/,40,4,1,2,2015,4,25,20,15,52
http://movie.douban.com/review/7454067/,20,5,0,0,2015,4,25,17,30,18
http://movie.douban.com/review/7516243/,40,1,0,0,2015,7,2,1,48,54
http://movie.douban.com/review/7472116/,30,2,0,0,2015,5,13,23,59,23
http://movie.douban.com/review/7473237/,10,1,0,0,2015,5,15,15,9,12
http://movie.douban.com/review/7458097/,50,2,1,0,2015,4,29,1,23,0
http://movie.douban.com/review/7460635/,40,5,0,1,2015,5,1,22,51,11
http://movie.douban.com/review/7453227/,50,21,3,3,2015,4,24,19,53,8
http://movie.douban.com/review/7462776/,40,1,0,0,2015,5,4,8,2,18
http://movie.douban.com/review/7455261/,40,1,0,0,2015,4,26,18,0,33
http://movie.douban.com/review/7460449/,30,0,0,0,2015,5,1,20,34,40
